,name,label
42937,thai,0
49460,dccdvvtldbao tien,0
22136,dang nguyen duc hung,1
14102,tran the thao,1
53654,phong kham da khoa nguyen duc thong,0
46132,quy,0
30108,cong ty tnhh giai phap cong  nghe va quang cao watt,0
57168,truong dai hoc bao thoa,0
51180,noi that ba loc,0
18865,le van thuong,1
46763,khong su dung,0
10123,cao ba thuc,1
52245,thinh,0
13609,nguyen hoa khiem,1
54809,nha khoa bao giang,0
56056,tap hoa truong nguyen trung son,0
13941,ho ngoc tam,1
52865,phong kham bach yen,0
57286,truong dai hoc chi cong,0
9460,le tan thinh,1
35100,ch le bich nga,0
30741,cong ty co phan khu trung viet nam chi nhanh can tho ( qd ),0
1164,nguyen ngoc anh,1
1295,bui duy an,1
599,nguyen xuan thien,1
54843,tam,0
2393,nguyen viet tan,1
28470,cua hang kd thuong mai so 01(cty tnhh hai hien),0
3667,vo tien son,1
9284,bui trung thai,1
55851,quan ruou nguyen hong thong,0
30539,dntn minh tan,0
44874,dgdson,0
26777,vu thi mai (72m 7392),0
44047,quoc,0
51141,noi that nguyen bich chau,0
52676,phong kham bich nhu,0
42503,cafechi lan,0
34972,ch binh minh,0
50942,cua hang nguyen chanh viet,0
53905,hoi dong huong anh vu,0
50055,thien,0
59214,ho kinh le tien thanh,0
21256,nguyen tien huy,1
43642,cndang bao long,0
45180,dgdnguyen bao ha,0
28963,nha hang ca gion bien dong - cong ty tnhh mot thanh vien bach loc,0
41660,dccdvvtld binh thuan,0
49961,ho kinh doanh dang bich diep,0
48807,pkboi linh,0
45795,dgdbao toan,0
54405,hoi dong huong nguyen ngoc hoai thu,0
37871,dgd bich hong,0
24695,hoang vu minh quan,1
6244,ho quoc sang,1
12252,nguyen hong tan,1
6046,vu thi hoai thanh,1
55327,quan ruou son,0
22721,nguyen minh loc,1
11312,tran quang van phuong,1
57818,co so thi,0
35255,ch nguyen chi thanh,0
50520,cua hang ba thuc,0
54445,hoi dong huong nguyen chan phong,0
59781,quay thuoc vu bao lam,0
37974,tam,0
29971,dntn  hong kham,0
53672,phong kham da khoa bao tien,0
8744,nguyen tien phuong,1
11464,nguyen ngoc hoai quang,1
57711,co so tran bach cuc,0
13203,le nguyen thuy thanh,1
37039,dgd truong trong quan,0
33838,cong ty co phan thuong mai trung son,0
41517,dccdvvtld nguyen ngoc than,0
5171,luu nguyen quoc an,1
1663,phan duy hoang,1
50314,cua hang le phu quy,0
30832,dntn ngoc de,0
45897,dgdluong van thao,0
35468,ch cat uy,0
56903,truong dai hoc tran bao dinh,0
15684,nguyen minh thong,1
4993,le truong tan,1
50037,ho kinh doanh lam binh dat,0
2025,pham minh thanh,1
18617,nguyen thanh tuan,1
30313,cty tnhh san xuat thuong mai tuyen hiep,0
44893,dgdle bich hong,0
18988,le thanh trung,1
41412,dccdvvtld pham thanh quoc,0
9804,nguyen cong thai,1
42167,cafebich quan,0
16622,tran hoang vinh an,1
30068,cong ty trach nhiem huu han san xuat nuoc tinh khiet hoang quoc,0
32882,cty tnhh thuong mai dich vu giao nhan van chuyen kim long,0
6351,ho quoc anh,1
3160,le sang,1
45523,dgdbich chau,0
19875,vu thi mai,1
47552,dtbanh thi,0
8812,nguyen tien hop,1
41472,dccdvvtld bich san,0
51796,dien thoai sanh,0
46348,dtsang,0
44081,cbphuong,0
48607,pkbui minh thao,0
41307,dccdvvtld tran minh sang,0
31412,chi nhanh dntn nhat viet tai tp dn,0
51530,noi that cao ky,0
52674,tai,0
4869,pham thanh thang,1
50295,phuong,0
34596,cty co phan thuong mai du lich xay dung mien tay,0
11728,huynh thi kim si,1
13767,pham huynh duc an,1
368,dinh van thong,1
27327,cong ty tnhh tm & dv the nhan,0
45726,dgdbich tram,0
11661,nguyen binh thuan,1
50760,cua hang nguyen binh hoa,0
53448,phong kham da khoa bich tram,0
55402,quan ruou tran bich hao,0
6694,nguyen anh thang,1
43502,cnbui ba thuc,0
56272,tap hoa truong vu bich van,0
45500,son,0
29815,dntn thuong mai ngoc dang,0
10112,cao ba hop,1
24390,vu the dung,1
35442,ch tran cao sy,0
31218,cty tnhh hoang nhung,0
45393,dgdnguyen xuan sang,0
56850,truong dai hoc tam,0
17485,luu le qui nhon,1
57358,co so anh duc,0
52170,dien thoai bao anh,0
11987,huynh tran son,1
50024,ho kinh doanh diep bach mai,0
48460,pkle cong tai,0
41234,dccdvvtld anh thi,0
20353,do van duy,1
58409,thanh,0
11250,ho quang thao,1
41779,dccdvvtld cat tuong,0
6136,duong thanh son,1
40713,pk bach du,0
51348,noi that bao khanh,0
20304,bui duc quyet,1
9756,nguyen cong quyen,1
26335,cong ty tnhh jkex,0
29087,diem thu mua ca phe so 5,0
33196,cong ty tnhh my ha,0
39189,son,0
31195,cong ty trach nhiem huu han xay dung nam nhat,0
20114,tran thanh nhan,1
57903,thinh,0
39294,tai,0
9033,nguyen van thang,1
56373,thien,0
53640,phong kham da khoa dao van thien,0
784,ly quoc sang,1
8370,diep vuong tam,1
13860,huynh tuan thinh,1
30863,dntn thuong mai - dich vu ly nhung,0
40830,pk thai,0
24933,nguyen trong toan,1
30825,doanh nghiep tu nhan tam hong,0
59373,ho kinh pham che phuong,0
40883,pk bui bao toan,0
2059,pham minh anh,1
34204,cty tnhh thuong mai xuat nhap khau hung thuan phong,0
54866,nha khoa bich van,0
52498,phong kham sanh,0
57152,thien,0
42139,cafebich ngoc,0
22164,doan van vu,1
31928,cty co phan tu van dau tu ngoi sao sai gon,0
19220,vo ho tien hung,1
58993,ho kinh bao bao,0
30456,dntn tan lap,0
37465,dgd nguyen bao han,0
33295,cty tnhhdv vtnn ngoc mai,0
12902,nguyen dinh le tan,1
42333,thien,0
19978,pham thanh tung,1
32668,dntn linh vy diem,0
34592,cong ty duc thanh,0
9021,nguyen van tan,1
37542,dgd ho bao tran,0
5992,vu thi hoai quoc,1
4168,nguyen minh son,1
2056,pham minh anh,1
2239,nguyen minh son,1
21344,nguyen trung hai,1
59834,thang,0
33055,cong ty trach nhiem huu han xay dung - thuong mai phu gia,0
2667,nguyen hai thanh,1
27850,cua hang thuc pham tong hop so 2 ha noi,0
17165,truong le hung,1
12613,phan khanh samuel,1
54320,hoi dong huong luong bao lan,0
33059,cong ty tnhh mot thanh vien thuong mai dich vu cao tuyet,0
7636,ho nguyen xuan thuong,1
33887,cong ty cp chung khoan phuong dong - chi nhanh dong bien,0
24526,vu ngoc khoa,1
58545,co so thu muanguyen canh tuan,0
35754,cn vu hong tam,0
21380,vo nhat truong,1
40616,pk bich duyen,0
3825,phan duc thanh,1
24646,phan thanh phong,1
49238,dccdvvtldnguyen bich tram,0
59786,quay thuoc bao long,0
8411,diep vuong thuan,1
44656,thuan,0
48561,pkbao phap,0
19393,tran xuan bach,1
434,nguyen echam tai,1
57204,truong dai hoc tran cao sy,0
14056,tran the sanh,1
30483,htx nuoi trong thuy san truong giang,0
57425,co so nguyen viet son,0
35953,cn bao thai,0
40751,pk tran bich phuong,0
14146,tran the anh,1
41337,son,0
5277,ngo vu thanh,1
6335,ho quoc truong,1
22162,do cao truong,1
22545,do pham trung hieu,1
2397,nguyen viet thang,1
26570,cty tnhh  tm  thien han,0
25085,hoang trung kien,1
10244,nguyen huu thuan,1
1034,bui minh anh,1
42432,cafecao nhan,0
7722,tran tat than,1
4292,le ha xuan phuong,1
33592,dntn yen nhi,0
16384,le dinh sang,1
1705,nguyen vu ngoc quan,1
16701,pham vo hoai thang,1
42294,cafedang bich nha,0
49219,dccdvvtldtai,0
22947,nguyen tuan linh,1
16890,ho thanh an,1
55914,tap hoa truong nguyen an nam,0
17519,mai the son,1
475,nguyen echam thien,1
19612,nguyen ngoc hung,1
6988,doan thanh do,1
50940,cua hang chanh viet,0
22255,tran hoang,1
31157,cty tnhh mtv hong vy anh,0
49563,do,0
32022,doanh nghiep tu nhan hong thuy pt,0
8529,dinh xuan thien,1
30791,chi nhanh cty co phan lu na,0
54310,hoi dong huong buu chuong,0
31606,cty tnhh thuong mai dich vu duong thuan,0
28100,cong ty tnhh mot thanh vien hoa trung kim,0
55040,nha khoa cao ky,0
11112,trinh duc thao,1
35130,ch tam,0
52274,dien thoai cao si,0
54278,hoi dong huong vo bao anh,0
29372,cong ty tnhh thuong mai dich vu &san xuat a thanh,0
16392,le dinh quoc,1
30839,cty co phan truyen thong - xuc tien thuong mai - dau tu quoc te viet,0
12743,tran van samuel,1
22626,nguyen trung kien,1
10503,nguyen van hoang,1
43138,chtran minh thong,0
52424,phong kham an nhien,0
17550,vo van my,1
22052,nguyen vinh loc,1
21029,nguyen huu quoc,1
25831,dntn phu phat vinh,0
54870,nha khoa thai,0
1225,bui duy thanh,1
17623,le thanh trong,1
1614,phan duy thai,1
19094,pham xuan manh,1
32117,cong ty tnhh nuoc da an hai,0
26649,cty vat lieu xay dung  tien giang,0
43618,tan,0
38997,dt thuy,0
53952,son,0
5557,do minh thuan,1
21062,pham minh quy,1
54795,nha khoa bao dinh,0
9051,nguyen van thong,1
33676,cong ty tnhh in an - quang cao kien vang,0
15299,le thanh khiem,1
8624,lam van tai,1
23208,nguyen tuan anh,1
41290,dccdvvtld binh minh,0
44777,sanh,0
35111,ch bang son,0
46256,dtle anh son,0
41121,pk pham che phuong,0
2790,nguyen vu truong thanh,1
13106,nguyen quoc anh,1
3834,phan duc thang,1
28187,cty tnhh san xuat thuong mai dich vu nguyen thai-chi nhanh can tho,0
34472,cn dn ba khanh i,0
10186,nguyen huu son,1
17834,nguyen trung tien,1
37749,dgd quan,0
22439,hoang dinh long,1
22279,dam dinh kiet,1
43427,cnle quang,0
12621,phan khanh phuong,1
7353,vu van thanh,1
4456,nguyen ngoc tam,1
45613,dgdba truc,0
18983,hoang phuong thao,1
16101,pham hong anh,1
16474,le dinh thong,1
2849,nguyen vu truong anh,1
41156,dccdvvtld an khang,0
2007,pham minh thang,1
9291,bui trung thang,1
23793,tran le minh nguyen,1
42055,cafebich hai,0
50777,cua hang thanh,0
3828,phan duc thanh,1
11040,pham quang an,1
39410,dl nguyen bich tram,0
29541,cong tnhh xay dung united steel (viet nam),0
27237,dntn tm & dv hoa khuong,0
59078,ho kinh bich van,0
54546,nha khoa nguyen anh chi,0
27552,cong ty tnhh   vuong trung son,0
48628,pkdinh xuan thang,0
28011,cty tnhh thu cong my nghe song long,0
23711,pham hoang anh,1
8301,dang van anh,1
12194,pham thi thanh thuan,1
17745,huynh hoang hiep,1
38991,thu,0
17578,bui thanh tam,1
26107,cty tnhh mot thanh vien mach lien,0
12736,phan khanh bang,1
47930,dtbbach tra,0
26953,chi nhanh binh duong - cong ty cp nien giam dien thoai va trang vang 2 - viet nam,0
46327,dtquoc,0
3931,tran the tam,1
16270,nguyen le phu son,1
48350,phuong,0
42189,cafeho bao hoa,0
306,dinh van son,1
21418,le van phuong,1
41604,dccdvvtld binh dan,0
22634,nguyen trung lam,1
23320,phung quoc viet,1
32525,cong ty co phan minh hung,0
10208,nguyen huu thien,1
24250,lam dan nguyen,1
12425,nguyen cao thanh,1
56884,truong dai hoc le cong tai,0
8426,diep vuong anh,1
40029,dtb ngo vu sang,0
2765,nguyen vu truong tai,1
2940,tran minh thinh,1
46840,dlphuong,0
58554,co so thu muadao van thien,0
28667,cong ty tnhh dich vu - thuong mai - du lich mai mai,0
57730,co so bach lien,0
15180,vo nguyen minh thinh,1
21637,tran bao long,1
35482,ch chan hung,0
23695,doan thanh an,1
22691,do anh tuan,1
45798,dgdbui bach lien,0
4143,vu hong thuc,1
59613,quay thuoc tran ba long,0
27035,cty tnhh thuong mai dich vu va van tai dong du,0
46022,dgdnguyen chi mai,0
522,nguyen xuan phuong,1
8016,phan xuan thinh,1
39223,dl phuong,0
50896,cua hang thu,0
9183,vo duc thong,1
24318,nguyen duy phuc,1
2821,nguyen vu truong thuan,1
49517,dccdvvtldhuynh chan hung,0
39975,tan,0
47105,dlho quoc tai,0
1901,truong trong thong,1
11243,ho quang thang,1
42312,thang,0
24256,vo dinh nha,1
36013,cn dam van thien,0
47575,dtbpham anh thu,0
47541,dtbvo hoang phuong,0
3620,le anh anh,1
49091,dccdvvtldvu bich hau,0
50639,cua hang bao huynh,0
26439,cty tnhh xay dung minh thu,0
22402,do hoang hien,1
41245,dccdvvtld quyen,0
29845,cty tnhh dai toan phat,0
43785,cnthanh,0
26400,cong ty tnhh mtv oto ban me,0
22525,nguyen tan thinh,1
8006,phan xuan thao,1
34989,ch tran minh sang,0
39816,dtb anh mai,0
35747,cn tran the son,0
57368,co so vo anh mai,0
48497,son,0
3355,vu thi huy,1
29623,chi nhanh cong ty co phan dau tu thuong mai & dich vu phu thanh tai bac ninh,0
27426,cong ty tnhh dong an - binh dinh,0
3280,vu thi son,1
23045,tran dai nghia,1
40437,do,0
579,nguyen xuan thang,1
14253,pham tuan thong,1
58594,co so thu muatrinh cao si,0
31376,dntn kim quang,0
23868,nguyen hoang minh chau,1
10528,nguyen van anh,1
30939,cty tnhh thuong mai va dich vu tri nguyen,0
10989,pham quang thanh,1
5461,do minh quan,1
34550,cty tnhh xay dung thuong mai dia oc hung phat,0
32222,dntn thuong mai lai huong,0
22578,nguyen viet hung,1
21334,pham van cuong,1
24207,doan thien hoa,1
7520,le duy anh,1
22619,phan dien manh khoi,1
52260,dien thoai cao nhan,0
1856,truong trong tam,1
54829,tai,0
41404,dccdvvtld duong bich lien,0
9223,vo duc anh,1
4632,bui anh tho,1
40321,dtb nguyen cao nguyen,0
35720,cn son,0
23671,ngo quoc tien,1
17898,nguyen buu tho,1
3618,le anh thong,1
31746,cong ty tnhh mot thanh vien tin vu,0
55659,quan ruou bach tuyet,0
2894,tran minh phuong,1
39605,dl nguyen cao minh,0
1286,bui duy an,1
46754,dtdo,0
46369,dtsuong,0
52313,dien thoai huynh thi kim sinh,0
4538,nguyen ngoc an,1
13714,pham huynh duc thang,1
28526,cn cong ty cp sx thuong mai dich vu & tu van dau tu thai bao,0
36225,do,0
15830,nguyen phuong thinh,1
10551,nguyen duc son,1
7268,dang xuan an,1
35220,ch dang xuan thanh,0
21887,le duy tri,1
26101,cty tnhh  xay dung thuong mai huu minh,0
40992,thanh,0
6716,nguyen anh thinh,1
12084,huynh tran anh,1
23046,ngo trong hien,1
5980,vu thi hoai quynh,1
51116,son,0
2905,tran minh tai,1
22096,nguyen van dieu,1
20615,tran van thuong,1
22837,do hoang phuong,1
52275,dien thoai bao tram,0
48067,dtbthien,0
50156,ho kinh doanh tran cao nhan,0
15029,nguyen cong thien,1
25079,nguyen duy khuong,1
47250,dlnguyen binh hoa,0
30535,doanh nghiep tu nhan hung thinh,0
56337,tap hoa truong thang,0
31093,cong ty tnhh thuong mai - dich vu in quang hien,0
15669,nguyen minh thanh,1
36551,cb bich quan,0
23530,nguyen le thanh dat,1
37921,dgd ngo bang son,0
33521,cty co phan truyen thong trong phuoc,0
3181,le thang,1
31185,"trung tam tu van - dich vu ho tro htx, lien hiep htx va cac co so kt tap the tinh ba ria-vung tau",0
59074,ho kinh doan thanh tan,0
1003,bui minh thuy,1
20108,mai chi thong,1
48625,pkbach quynh,0
51020,noi that an nhien,0
7519,le duy anh,1
49412,dccdvvtldcao buu toai,0
17812,vong xit tay,1
3636,le anh bang,1
4096,vu hong thanh,1
12911,nguyen dinh le tai,1
30482,cty tnhh san xuat thuong mai han a,0
16082,pham hong thu,1
35774,cn nguyen bich hop,0
47315,dlnguyen huu the,0
12014,huynh tran thai,1
5948,le van do,1
49588,ho kinh doanh an di,0
5547,do minh thu,1
17321,phan viet ha,1
32728,cty tnhh gif2a viet nam,0
19308,tran xuan manh,1
47101,dlbao hoa,0
5337,le cong quan,1
17900,nguyen trong quynh,1
28260,cty tnhh tu van va thiet ke kien truc canh quan moc,0
26538,cty tnhh mtv thuong mai dich vu xnk ngoc mai,0
55189,quan ruou an co,0
20509,le van hai,1
27201,cong ty tnhh mot thanh vien thu kieu,0
18339,trinh huu tam,1
13093,nguyen quoc thuy,1
6648,nguyen anh son,1
32162,dntn minh trung,0
45465,quan,0
49773,ho kinh doanh vo tien si,0
23587,nguyen thi thu thao,1
16798,ho thanh si,1
38709,dt nguyen ngoc than,0
18128,nguyen vien thien,1
48986,dccdvvtldvo anh thao,0
60080,quay thuoc chi anh,0
3628,le anh an,1
16354,nguyen le phu thuan,1
57250,thuy,0
5553,do minh thuy,1
54266,hoi dong huong thien,0
57094,truong dai hoc bui trung thanh,0
15356,pham dinh sanh,1
16430,le dinh tam,1
10197,nguyen huu thang,1
20724,le trong tinh,1
54095,hoi dong huong tran bao dinh,0
8877,dam van quoc,1
5329,ngo vu binh,1
49553,dccdvvtldphan cat linh,0
1924,truong trong thuan,1
4691,duong chi phuong,1
45938,dgdnguyen bao thoa,0
46678,thu,0
52091,thanh,0
19338,trinh ngoc phuong thanh,1
1026,bui minh an,1
16455,le dinh thanh,1
34073,cong ty trach nhiem huu han chuyen phat thien kim,0
23021,nguyen thi kieu nga,1
6855,nguyen ngoc truong,1
44416,cbdinh xuan thang,0
39878,dtb anh son,0
1096,nguyen ngoc thanh,1
48453,pkngo vu sang,0
10384,dao van duyen,1
23064,nguyen minh hieu,1
43824,cnnguyen cao nghiep,0
55105,nha khoa nguyen cao tho,0
51481,noi that binh quan,0
49540,dccdvvtldnguyen cao truong,0
21399,nguyen thanh vinh,1
59414,quan,0
12381,nguyen cao tam,1
25096,lau minh lam,1
13262,nguyen ngoc phuong,1
859,ly quoc thien,1
44436,cbdam bach van,0
28968,dntn thuong mai va dich vu van hoa son tung,0
9189,vo duc khiem,1
11207,ho quang son,1
22631,nguyen hieu liem,1
59357,ho kinh chan phong,0
5327,ngo vu bao,1
20787,duong tan hung,1
17518,tran trung chinh,1
51537,noi that cao minh,0
50863,cua hang cao phong,0
43570,cnbao duy,0
11546,nguyen ngoc hoai anh,1
48172,pknguyen phuong chi,0
23606,le tan thinh,1
57179,truong dai hoc thong,0
36606,cb bao khanh,0
7408,vu van anh,1
46772,dlan khang,0
56790,truong dai hoc bich hanh,0
16128,chau viet son,1
47527,dtbnguyen ngoc son,0
20916,vi hoang dat,1
17382,cao dang khoa,1
33888,cong ty tnhh mtv xd & tm tam long phu,0
47989,dtbnguyen dinh thi,0
55688,quan ruou bui binh nguyen,0
31367,cua hang so 1 - cty tmva dv son hoang,0
2538,vu hoang hai thien,1
59596,son,0
11673,nguyen binh hoang,1
37834,son,0
21829,phan ngoc duy,1
30128,cong ty tnhh phuc ngan,0
38468,dt anh dao,0
50485,cua hang ba long,0
19455,nguyen minh trung,1
59470,quy,0
42650,quyen,0
14420,nguyen khac bao an,1
2795,nguyen vu truong thang,1
28869,chi nhanh cong ty cp dau tu va tu van kien truc cong vang - tai hoa binh,0
17751,trinh phuoc hoang,1
49778,ho kinh doanh phan ba loc,0
5541,do minh thong,1
9822,nguyen cong thanh,1
56145,tap hoa truong duong ba truc,0
49072,dccdvvtldsi,0
51784,dien thoai anh khoi,0
6531,huynh huu tam,1
34218,cong ty tnhh thuong mai & dich vu vien tin,0
4640,bui anh sinh,1
1854,truong trong phuong,1
15383,pham dinh suong,1
16863,ho thanh thuy,1
20262,dang hoang phuc,1
22012,nguyen anh vu,1
9666,nguyen dinh son,1
48174,pkquynh,0
36602,cb nguyen bich tram,0
47927,dtbthang,0
2525,vu hoang hai thanh,1
44124,son,0
9048,nguyen van the,1
14898,pham thi nhu the,1
1515,tran minh thien,1
56408,thanh,0
29400,cty tnhh dich vu thuong mai va giao nhan quoc te t.f.s,0
12317,nguyen hong thuan,1
34608,cty tnhh thuong mai huy hoang i,0
37786,dgd anh thai,0
3622,le anh an,1
59713,quay thuoc tran van tai,0
35358,ch nguyen buu chuong,0
11620,nguyen binh tam,1
19965,nguyen van tuan,1
42517,cafechieu duong,0
54333,hoi dong huong nguyen canh tuan,0
42230,cafebich van,0
51509,noi that buu diep,0
48078,dtbtran cao sy,0
49897,ho kinh doanh vu bao giang,0
10043,cao ba thai,1
3417,nguyen van quoc,1
57912,co so bao uyen,0
25402,bach thi kieu hanh,1
43167,chthu,0
11656,nguyen binh thinh,1
12713,phan khanh hoang,1
47239,dlthanh,0
34540,cty tnhh thuong mai song anh,0
43145,chpham quang thong,0
30074,cong ty tnhh my thuat thien ha thuy,0
21378,ho hong trong,1
4336,le ha xuan son,1
7212,dang xuan thao,1
33113,cty tnhh cong nghe tan hung phat,0
1801,nguyen vu ngoc anh,1
33487,chi nhanh cty tnhh thuy hai san xnk thai binh duong,0
59641,quay thuoc nguyen ba thinh,0
8828,nguyen tien an,1
53591,phong kham da khoa le tan thanh,0
49594,ho kinh doanh an nam,0
42023,cafele quang,0
10138,cao ba anh,1
21990,nguyen duy tang,1
44222,quoc,0
28033,bao dam an toan hang hai khu vuc iii,0
33748,cty tnhh dich vu nghe thuat anh sang xanh,0
46791,dlsamuel,0
24169,nguyen hoang vinh,1
25807,xi nghiep thuy san vinh ha - chi nhanh cong ty co phan xay dung va che bien luong thuc vinh ha,0
48606,pkbui bach lien,0
24736,nguyen hoang tien chuong,1
40113,dtb nguyen ngoc than,0
15026,nguyen cong thao,1
31567,le thi hoang oanh,0
3077,nguyen trung thu,1
13871,huynh tuan thuan,1
19599,nguyen hoang hiep,1
55617,quan ruou bach kim,0
49028,dccdvvtldtran bich chieu,0
49788,ho kinh doanh son,0
19664,vu duy quang,1
19375,nguyen quoc dung,1
12603,pham cong anh,1
50517,cua hang nguyen ngoc phuong,0
32355,cong ty tnhh dich vu thuong mai dien tu tien doan,0
55496,suong,0
6702,nguyen anh thanh,1
8820,nguyen tien anh,1
14973,nguyen cong son,1
28558,cong ty ruou bia- nuoc giai khat hau giang,0
11435,tran quang van an,1
4540,nguyen ngoc an,1
18838,luong thi hoa,1
22553,nguyen quang hieu,1
27822,cong ty tnhh bando zipper  vina,0
12522,pham cong tam,1
57363,co so quy,0
27211,cty tnhh mtv tan phien,0
48251,pkphuong,0
42824,chsa,0
35270,ch thao,0
56381,tap hoa truong binh minh,0
14511,nguyen ngoc lan thong,1
57892,co so trinh cao si,0
59624,tam,0
26241,doanh nghiep tn dai luc,0
41982,cafeson,0
15633,nguyen minh thai,1
48502,pkduong thanh tam,0
34450,htx quan ly dien nong thon dat hieu,0
15219,le thanh quy,1
22129,le tung phuong,1
53891,hoi dong huong anh thu,0
10908,tran minh an,1
56580,tap hoa truong tran cat ly,0
5315,ngo vu chuc,1
51258,noi that bich ngan,0
50964,cua hang tran cat ly,0
12147,pham thi thanh thang,1
7388,vu van thong,1
47806,dtbho bich thu,0
29768,chi nhanh cong ty bong viet nam,0
9698,nguyen dinh the,1
56247,tam,0
20836,nguyen minh quy,1
41935,cafeanh hoang,0
25121,nguyen duc huy,1
30070,doanh nghiep tn thuong mai va dich vu dai dai loi,0
58494,co so thu muabinh nguyen,0
12701,phan khanh thuan,1
6705,nguyen anh thanh,1
12491,pham cong phuong,1
21848,hoang ngoc hanh,1
35547,cn an lai,0
42280,cafephan bao tin,0
22026,luu trung kien,1
32793,doanh nghiep tu nhan tong hop thuy y,0
20402,pham toan nghi,1
38379,dt le an khe,0
16695,pham vo hoai thanh,1
25825,cong ty tnhh xuc tien viec lam quoc cuong,0
509,nguyen echam anh,1
56044,son,0
48650,pkthien,0
48290,pknguyen anh quan,0
31204,cn cong ty tnhh quoc cuong tai quang nam,0
5083,luu nguyen quoc quyen,1
3639,le anh binh,1
6219,duong thanh anh,1
20686,nguyen phuoc thanh,1
40903,pk bach quynh,0
17517,tran truong ky,1
53138,quan,0
38446,dt anh khoi,0
27917,dntn kinh doanh vang quoc bao thinh,0
40798,pk bich thuy,0
20590,nguyen duc loc,1
224,le hoang thong,1
66,nguyen thi nhu thanh,1
51172,son,0
8576,dinh xuan bang,1
38936,dt cao si,0
12191,pham thi thanh an,1
12962,nguyen dinh le thu,1
3149,le son,1
14093,tran the tan,1
14505,nguyen ngoc lan thanh,1
43839,cntran bao thuy,0
30131,cty tnhh xay dung thuong mai va dich vu hien khanh,0
28112,cong ty co phan thien thanh,0
28188,cty tnhh mot thanh vien thuong mai nha hang hoan vu,0
22028,nguyen cong danh,1
30323,cty tnhh dich vu do dac - xay dung nha tan dai phu,0
42598,chly an nhien,0
40901,thang,0
50552,cua hang luu nguyen quoc son,0
40032,dtb bao an,0
15833,nguyen phuong hoang,1
1330,vo hoang son,1
31104,cong ty tnhh xd thuong mai va du lich phuong hong i,0
14097,tran the thang,1
53294,phong kham da khoa bich hao,0
53901,hoi dong huong vo thanh sanh,0
45871,thanh,0
32172,cty tnhh det may xuat khau thanh hong,0
70,nguyen thi nhu thao,1
30222,cong ty tnhh hoang thanh,0
26422,cong ty tnhh quan thu,0
853,ly quoc thanh,1
6189,duong thanh thien,1
55691,quan ruou thanh,0
2578,vu hoang hai thong,1
32890,cty tnhh mtv phat trien tai nang,0
35449,ch nguyen cao tho,0
159,le hoang son,1
11716,huynh thi kim sanh,1
25561,pham huu sang,1
13990,ho ngoc thinh,1
39733,dl tran van do,0
31779,cty tnhh xay dung hao hai,0
28514,dntn xay xat hiep phat,0
25933,van phong luat su sai gon moi,0
49001,dccdvvtldnguyen viet son,0
45184,dgdbuu chuong,0
2814,nguyen vu truong thong,1
44894,dgdle ha xuan thai,0
45731,than,0
19956,ngo thi tam,1
43815,cncao minh,0
31693,xuong che bien go mekong,0
24156,nguyen duy vien,1
22435,le tuan khai,1
43515,cnbich loan,0
2334,nguyen minh anh,1
17938,nguyen tien kien cuong,1
31317,cty tnhh thuong mai dich vu vien thong tron minh,0
5462,do minh phuong,1
17223,le van luu,1
11767,huynh thi kim thanh,1
251,le hoang anh,1
35823,cn le bich ngoc,0
45240,dgdcao nhan,0
56657,truong dai hoc anh huong,0
15595,huynh tuan an,1
11727,huynh thi kim son,1
46931,dlson,0
35688,cn bich chieu,0
57849,co so bao phuong,0
33805,cty tnhh mot thanh vien thuong mai va dich vu thanh tu,0
27718,cty tnhh bich khai,0
12343,nguyen hong anh,1
14725,vu minh tai,1
8753,nguyen tien suong,1
54869,nha khoa vu minh thai,0
18887,dao manh hieu,1
23949,nguyen trong duy linh,1
57862,co so cao nghiep,0
28119,cong ty thuong mai hoang quan- co so 02- dich vu cam do,0
34324,dtd tien phat thinh,0
17306,hang kim duyen,1
37450,dgd le binh thuan,0
3393,nguyen van quyen,1
14634,nguyen thanh thi,1
29718,cong ty tnhh toan thinh phat,0
21879,le huy tung,1
16087,pham hong thuan,1
6394,huynh le tan quang,1
31536,cong ty co phan thuong mai va van tai dong tam,0
3287,vu thi quoc,1
25908,dntn gia truong,0
29199,cong ty tnhh hai minh,0
5041,le truong an,1
12794,tran van thai,1
41924,cafevo anh mai,0
58534,co so thu muathao,0
16852,ho thanh tho,1
47935,thanh,0
43357,cntruong trong quan,0
5603,tran thi minh quyen,1
1732,nguyen vu ngoc tam,1
42387,cafeluong van thao,0
9266,bui trung tam,1
50722,thang,0
39808,dtb anh duc,0
24209,trinh minh hoang,1
12104,pham thi thanh quan,1
49045,quang,0
40045,tam,0
5778,tran van thanh,1
5132,luu nguyen quoc thao,1
57121,truong dai hoc nguyen bao han,0
57857,co so nguyen cao minh,0
15204,vo nguyen minh anh,1
5732,tran van quoc,1
10596,nguyen duc thanh,1
7428,le duy son,1
45615,dgdduong ba truc,0
44204,cbbui ba thuc,0
39351,dl bao dinh,0
15261,le thanh tan,1
36965,dgd an nguyen,0
43331,phuong,0
58994,ho kinh bich nhu,0
40856,pk ho bang tam,0
14581,nguyen thanh son,1
59685,quay thuoc ngo vu sang,0
31011,dntn thuong mai doanh nghiep,0
11345,tran quang van tai,1
41509,dccdvvtld nguyen bich trang,0
8728,nguyen tien son,1
582,nguyen xuan thao,1
56753,sang,0
36307,cb vo anh dung,0
59139,thao,0
43326,cnanh mai,0
25347,tran thi huong,1
46336,dtbach nhan,0
